Date,TAIEX,HIS,N225,SSEI
2009/12/4,,,,
2009/12/7,,,,
2009/12/8,,,,
2009/12/9,,,,
2009/12/10,,,,
2009/12/11,,,,
2009/12/14,,,,
2009/12/15,,,,
2009/12/16,,,,
2009/12/17,,,,
2009/12/18,,,,
2009/12/21,,,,
2009/12/22,,,,
2009/12/23,,,,
2009/12/24,,,,
2009/12/28,,,,
2009/12/29,,,,
2009/12/30,,,,
2009/12/31,,,,
2010/1/4,,,,
2010/1/5,,,,
2010/1/6,,,,
2010/1/7,,,,
2010/1/8,,,,
2010/1/11,,,,
2010/1/12,,,,
2010/1/13,,,,
2010/1/14,,,,
2010/1/15,,,,
2010/1/19,,,,
2010/1/20,,,,
2010/1/21,,,,
2010/1/22,,,,
2010/1/25,,,,
2010/1/26,,,,
2010/1/27,,,,
2010/1/28,,,,
2010/1/29,,,,
2010/2/1,,,,
2010/2/2,,,,
2010/2/3,,,,
2010/2/4,,,,
2010/2/5,,,,
2010/2/8,,,,
2010/2/9,,,,
2010/2/10,,,,
2010/2/11,,,,
2010/2/12,,,,
2010/2/16,,,,
2010/2/17,,,,
2010/2/18,,,,
2010/2/19,,,,
2010/2/22,,,,
2010/2/23,,,,
2010/2/24,,,,
2010/2/25,,,,
2010/2/26,,,,
2010/3/1,,,,
2010/3/2,,,,
2010/3/3,,,,
2010/3/4,,,,
2010/3/5,,,,
2010/3/8,,,,
2010/3/9,,,,
2010/3/10,,,,
2010/3/11,,,,
2010/3/12,,,,
2010/3/15,,,,
2010/3/16,,,,
2010/3/17,,,,
2010/3/18,,,,
2010/3/19,,,,
2010/3/22,,,,
2010/3/23,,,,
2010/3/24,,,,
2010/3/25,,,,
2010/3/26,,,,
2010/3/29,,,,
2010/3/30,,,,
2010/3/31,,,,
2010/4/1,,,,
2010/4/5,,,,
2010/4/6,,,,
2010/4/7,,,,
2010/4/8,,,,
2010/4/9,,,,
2010/4/12,,,,
2010/4/13,,,,
2010/4/14,,,,
2010/4/15,,,,
2010/4/16,,,,
2010/4/19,,,,
2010/4/20,,,,
2010/4/21,,,,
2010/4/22,,,,
2010/4/23,,,,
2010/4/26,,,,
2010/4/27,,,,
2010/4/28,,,,
2010/4/29,,,,
2010/4/30,,,,
2010/5/3,,,,
2010/5/4,,,,
2010/5/5,,,,
2010/5/6,,,,
2010/5/7,,,,
2010/5/10,,,,
2010/5/11,,,,
2010/5/12,,,,
2010/5/13,,,,
2010/5/14,,,,
2010/5/17,,,,
2010/5/18,,,,
2010/5/19,,,,
2010/5/20,,,,
2010/5/21,,,,
2010/5/24,,,,
2010/5/25,,,,
2010/5/26,,,,
2010/5/27,,,,
2010/5/28,,,,
2010/6/1,,,,
2010/6/2,,,,
2010/6/3,,,,
2010/6/4,,,,
2010/6/7,,,,
2010/6/8,,,,
2010/6/9,,,,
2010/6/10,,,,
2010/6/11,,,,
2010/6/14,,,,
2010/6/15,,,,
2010/6/16,,,,
2010/6/17,,,,
2010/6/18,,,,
2010/6/21,,,,
2010/6/22,,,,
2010/6/23,,,,
2010/6/24,,,,
2010/6/25,,,,
2010/6/28,,,,
2010/6/29,,,,
2010/6/30,,,,
2010/7/1,,,,
2010/7/2,,,,
2010/7/6,,,,
2010/7/7,,,,
2010/7/8,,,,
2010/7/9,,,,
2010/7/12,,,,
2010/7/13,,,,
2010/7/14,,,,
2010/7/15,,,,
2010/7/16,,,,
2010/7/19,,,,
2010/7/20,,,,
2010/7/21,,,,
2010/7/22,,,,
2010/7/23,,,,
2010/7/26,,,,
2010/7/27,,,,
2010/7/28,,,,
2010/7/29,,,,
2010/7/30,,,,
2010/8/2,,,,
2010/8/3,,,,
2010/8/4,,,,
2010/8/5,,,,
2010/8/6,,,,
2010/8/9,,,,
2010/8/10,,,,
2010/8/11,,,,
2010/8/12,,,,
2010/8/13,,,,
2010/8/16,,,,
2010/8/17,,,,
2010/8/18,,,,
2010/8/19,,,,
2010/8/20,,,,
2010/8/23,,,,
2010/8/24,,,,
2010/8/25,,,,
2010/8/26,,,,
2010/8/27,,,,
2010/8/30,,,,
2010/8/31,,,,
2010/9/1,,,,
2010/9/2,,,,
2010/9/3,,,,
2010/9/7,,,,
2010/9/8,,,,
2010/9/9,,,,
2010/9/10,,,,
2010/9/13,,,,
2010/9/14,,,,
2010/9/15,,,,
2010/9/16,,,,
2010/9/17,,,,
2010/9/20,,,,
2010/9/21,,,,
2010/9/22,,,,
2010/9/23,,,,
2010/9/24,,,,
2010/9/27,,,,
2010/9/28,,,,
2010/9/29,,,,
2010/9/30,,,,
2010/10/1,,,,
2010/10/4,,,,
2010/10/5,,,,
2010/10/6,,,,
2010/10/7,,,,
2010/10/8,,,,
2010/10/11,,,,
2010/10/12,,,,
2010/10/13,,,,
2010/10/14,,,,
2010/10/15,,,,
2010/10/18,,,,
2010/10/19,,,,
2010/10/20,,,,
2010/10/21,,,,
2010/10/22,,,,
2010/10/25,,,,
2010/10/26,,,,
2010/10/27,,,,
2010/10/28,,,,
2010/10/29,,,,
2010/11/1,,,,
2010/11/2,,,,
2010/11/3,,,,
2010/11/4,,,,
2010/11/5,,,,
2010/11/8,,,,
2010/11/9,,,,
2010/11/10,,,,
2010/11/11,,,,
2010/11/12,,,,
2010/11/15,,,,
2010/11/16,,,,
2010/11/17,,,,
2010/11/18,,,,
2010/11/19,,,,
2010/11/22,,,,
2010/11/23,,,,
2010/11/24,,,,
2010/11/26,,,,
2010/11/29,,,,
2010/11/30,,,,
2010/12/1,,,,
2010/12/2,,,,
2010/12/3,,,,
2010/12/6,,,,
2010/12/7,,,,
2010/12/8,,,,
2010/12/9,,,,
2010/12/10,,,,
2010/12/13,,,,
2010/12/14,,,,
2010/12/15,,,,
2010/12/16,,,,
2010/12/17,,,,
2010/12/20,,,,
