Date,TAIEX,DJIA,Close,SP500
2003/8/20,5543.609863,9503.339844,1858.23999,1021.390015
2003/8/21,5611.859863,9586.290039,1888.619995,1031.640015
2003/8/22,5646.620117,9507.200195,1873.430054,1023.169983
2003/8/25,5686.850098,9420.459961,1823.810059,1010.919983
2003/8/26,5558.25,9459.759766,1846.089966,1016.419983
2003/8/27,5553.430176,9471.549805,1855.030029,1018.630005
2003/8/28,5523.120117,9448.80957,1845.699951,1014.809998
2003/8/29,5650.830078,9567.339844,1887.25,1029.319946
2003/9/1,5691.790039,9545.650391,1883.099976,1025.969971
2003/9/2,5715.950195,9659.129883,1909.550049,1039.579956
2003/9/3,5673.180176,9644.820313,1905.699951,1036.300049
2003/9/4,5625.629883,9535.410156,1874.619995,1022.820007
2003/9/5,5639.029785,9576.040039,1901.719971,1029.030029
2003/9/8,5727.009766,9425.509766,1843.699951,1009.380005
2003/9/9,5680.689941,9343.959961,1817.23999,1003.27002
2003/9/10,5623.430176,9313.080078,1792.069946,996.849976
2003/9/11,null,9380.240234,1824.560059,1006.580017
2003/9/12,5645.279785,9275.05957,1786.939941,995.969971
2003/9/15,5623.220215,9469.200195,1832.25,1018.219971
2003/9/16,5699.259766,9487.799805,1836.219971,1020.23999
2003/9/17,5747.140137,9572.30957,1880.569946,1029.849976
2003/9/18,5750.810059,9594.980469,1893.459961,1034.349976
2003/9/19,5757.910156,9654.610352,1907.849976,1039.25
2003/9/22,5675.75,9630.900391,1893.780029,1033.780029
2003/9/23,5684.009766,9680.009766,1911.900024,1038.72998
2003/9/24,5722.359863,9674.679688,1915.310059,1038.060059
2003/9/25,5688.22998,9764.379883,1933.530029,1045.349976
2003/9/26,5650.109863,9812.980469,1943.189941,1049.47998
2003/9/29,5643.5,9803.049805,1939.099976,1046.76001
2003/9/30,5611.410156,9791.719727,1950.140015,1050.069946
2003/10/1,5581.660156,9721.790039,1912.359985,1039.319946
2003/10/2,5699.859863,9777.94043,1925.140015,1044.680054
2003/10/3,5747.790039,9747.639648,1940.900024,1046.030029
2003/10/6,5851.200195,9598.240234,1898.069946,1030.359985
2003/10/7,5856.680176,9613.129883,1885.51001,1033.77002
2003/10/8,5821.799805,9582.459961,1865.589966,1028.910034
2003/10/9,5869.879883,9608.160156,1882.910034,1031.130005
2003/10/10,null,9748.30957,1932.26001,1046.790039
2003/10/13,5972.470215,9774.530273,1936.560059,1048.109985
2003/10/14,5938.419922,9786.610352,1932.689941,1046.939941
2003/10/15,5924.379883,9801.120117,1932.209961,1050.709961
2003/10/16,6035.740234,9858.459961,1967.699951,1059.02002
2003/10/17,6042.709961,9838.830078,1957.969971,1053.25
2003/10/20,6077.890137,9820.830078,1959.369995,1051.810059
2003/10/21,6061.459961,9856.969727,1976.369995,1058.050049
2003/10/22,6041.859863,9809.790039,1970.73999,1053.209961
2003/10/23,5952.22998,9756.530273,1941.640015,1047.109985
2003/10/24,5918.140137,9737.790039,1930.75,1046.569946
2003/10/27,5958.549805,9848.830078,1973.109985,1058.530029
2003/10/28,6075.450195,9837.94043,1967.349976,1058.410034
2003/10/29,6095.870117,9768.679688,1930.26001,1050.349976
2003/10/30,6108.129883,9710.830078,1909.609985,1043.630005
2003/10/31,6045.120117,9624.160156,1881.75,1034.150024
2003/11/3,6087.450195,9690.459961,1899.650024,1042.439941
2003/11/4,6108.990234,9619.419922,1881.920044,1033.650024
2003/11/5,6142.319824,9628.530273,1893.880005,1035.280029
2003/11/6,6013.399902,9747.790039,1947.140015,1052.079956
2003/11/7,6056.830078,9763.94043,1943.040039,1053.890015
2003/11/10,6059.029785,9779.570313,1953.310059,1058.449951
2003/11/11,6022.080078,9782.459961,1960.26001,1058.199951
2003/11/12,5982.75,9899.049805,1989.819946,1070.119995
2003/11/13,6035.439941,9853.639648,1980.069946,1066.619995
2003/11/14,6044.77002,9873.419922,1960.25,1064.72998
2003/11/17,5952.319824,9930.820313,1968.800049,1069.719971
2003/11/18,5939.470215,9862.679688,1937.819946,1061.5
2003/11/19,5865.509766,9965.269531,1948.849976,1069.300049
2003/11/20,5834.240234,9923.419922,1908.319946,1060.180054
2003/11/21,5830.060059,9921.860352,1904.650024,1059.050049
2003/11/24,5821.580078,10008.16016,1942.319946,1071.209961
2003/11/25,5861.180176,10042.16016,1949,1074.140015
2003/11/26,5860.609863,10022.82031,1918.26001,1068.040039
2003/11/27,5740.569824,10129.55957,1924.290039,1075.130005
2003/11/28,5771.77002,10145.25977,1921.329956,1076.47998
2003/12/1,5870.169922,10248.08008,1956.180054,1089.180054
2003/12/2,5911.450195,10278.21973,1951.02002,1088.660034
2003/12/3,5884.970215,10338,1955.800049,1092.939941
2003/12/4,5920.459961,10341.25977,1974.780029,1096.02002
2003/12/5,5900.049805,10305.19043,1969.22998,1094.040039
2003/12/8,5847.149902,10324.66992,1973.140015,1095.890015
2003/12/9,5859.560059,10450,2006.47998,1109.47998
2003/12/10,5803.419922,10425.04004,2009.880005,1109.640015
2003/12/11,5867.049805,10453.91992,2003.369995,1111.920044
2003/12/12,5858.319824,10409.84961,2006.680054,1108.47998
2003/12/15,5924.240234,10544.07031,2047.359985,1122.219971
2003/12/16,5887.22998,,,
2003/12/17,5752.009766,,,
2003/12/18,5768.759766,,,
2003/12/19,5759.22998,,,
2003/12/22,5835.109863,,,
2003/12/23,5845.509766,,,
2003/12/24,5857.870117,,,
2003/12/25,5853.700195,,,
2003/12/26,5857.209961,,,
2003/12/29,5804.890137,,,
2003/12/30,5866.75,,,
2003/12/31,5890.689941,,,
